name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Indisches Restaurant Maharadscha,52.498943,13.345256,715489,1647,33,6697,D,4.5,"Fuggerstr. 21 Corner Martin-Luther-Strasse, 10777 Berlin Germany",Indian,Restaurants,$7 - $21,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,N/A,N/A,Available,Available,N/A,$7 , $21,B
Goji,52.495197,13.34007,11666270,292,34,6697,D,4.5,"Motzstrasse 58, 10777 Berlin Germany",Chinese,Restaurants,$10 - $19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$10 , $19,B
Namaste,52.49635,13.327783,10263210,653,35,6697,D,4.5,"Pariser Str. 56, 10719 Berlin Germany",Indian,Restaurants,$5 - $60,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,N/A,N/A,N/A,Available,Available,N/A,$5 , $60,B
Maison Umami,52.500374,13.442877,13961993,281,36,6697,D,4.5,"Schlesische Str. 5, 10997 Berlin Germany",Asian,Restaurants,$3 - $18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$3 , $18,B
Ristorante Peperoncino,52.491722,13.413723,1342567,704,37,6697,D,4.5,"Urbanstr. 137, 10967 Berlin Germany",Italian,Restaurants,$4 - $25,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,$4 , $25,B
Gasthaus Kater Alex,52.511753,13.301451,10640093,275,38,6697,D,4.5,"Kaiser-Friedrich-Str. 29, 10585 Berlin Germany",German,Restaurants,$2 - $25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,Available,Available,N/A,$2 , $25,B
Fes - Turkish BBQ,52.489147,13.408511,8509426,379,39,6697,D,4.5,"Hasenheide 58, 10967 Berlin Germany",Turkish,Restaurants,$25 - $35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,Available,N/A,$25 , $35,B
Ristorante & Vinobar CaliBocca,52.50388,13.317218,2211760,327,40,6697,D,4.5,"Schluterstrasse 30, 10629 Berlin Germany",Italian,Restaurants,$6 - $28,Available,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$6 , $28,B
EBERT Restaurant & Bar,52.496727,13.305367,1347744,377,41,6697,E,4.5,"Eisenzahnstrasse 59, 10709 Berlin Germany",Grill,Restaurants,$14 - $28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,Available,Available,N/A,$14 , $28,B
Lorenz Adlon Esszimmer,52.51612,13.37984,715474,418,42,6697,E,4.5,"Unter den Linden 77 Hotel Adlon Kempinski, 10117 Berlin Germany",French,Restaurants,$120 - $200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,Available,Available,N/A,$120 , $200,B
Restaurant Facil,52.50873,13.3738,695657,914,43,6697,E,4.5,"Potsdamer Str. 3 Im The Mandala Hotel, 10785 Berlin Germany",International,Restaurants,$23 - $198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,Available,N/A,Available,N/A,$23 , $198,B
Focaccino,52.505207,13.301021,1344552,657,44,6697,E,4.5,"Stuttgarter Platz 16 Charlottenburg,Wilmesdorf, 10627 Berlin Germany",Italian,Restaurants,$13 - $40,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$13 , $40,B
La Cantine d'Augusta,52.48921,13.362257,6940343,242,45,6697,E,4.5,"Langenscheidtstr. 6/6a, 10827 Berlin Germany",French,Restaurants,$15 - $35,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,$15 , $35,B
Upper Burger Grill,52.503307,13.334502,10094549,1196,46,6697,E,4.5,"Rankestr. 3, 10789 Berlin Germany",American,Restaurants,$7 - $14,Available,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,$7 , $14,B
Heising,52.503323,13.334751,958776,1156,47,6697,E,4.5,"Rankestrasse 32, 10789 Berlin Germany",French,Restaurants,$56 - $64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,$56 , $64,B
Zur Haxe,52.5448,13.436829,1344170,452,48,6697,E,4.5,"Erich-Weinert-Str. 128, 10409 Berlin Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,Available,N/A,0,0,B
Quy Nguyen Vegan Living,52.523636,13.400517,8586464,266,49,6697,E,4.5,"Oranienburger Str. 7, 10178 Berlin Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,N/A,N/A,N/A,Available,Available,N/A,0,0,B
El Colmado (Alexanderplatz),52.519245,13.40969,13008919,285,50,6697,E,4.5,"Rathausstrasse 13 Alexanderplatz, 10178 Berlin Germany",Mediterranean,Restaurants,$2 - $14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,Available,N/A,$2 , $14,B
