name,latitude,longitude,location_id,num_reviews,ranking_position,ranking_denominator,ranking_category,rating,address,cuisine,establishment_types,price,Bar,Italian,Japanese,American,Steakhouse,Cafe,Indian,Asian,Healthy,German,Central European,Mediterranean,European,Vegan Options,Gluten Free Options,Seafood,min price,max price,rating_category
Schaarschmidts Restaurant,51.366863,12.377268,963470,92,40,661,D,4.5,"Coppistrasse 32, 04157, Leipzig, Saxony Germany",German,Restaurants,$15 - $45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$15 , $45,B
Gasstatte Weinberggarten,51.34463,12.31406,5819679,42,41,661,E,5.0,"Weinbergstr. 21 Anfahrt ü.Silcherstr. 2a, Leutzsch, 04179, Leipzig, Saxony Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,0,0,A
Planerts,51.34164,12.379447,8508823,87,42,661,E,4.5,"Ritterstr. 23 Zentrum, 04109, Leipzig, Saxony Germany",Asian,Restaurants,$16 - $24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,$16 , $24,B
Viet Village,51.331924,12.367229,14931036,48,43,661,E,4.5,"Grassistrasse 12 Zentrum Süd, 04107, Leipzig, Saxony Germany",Asian,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
L'Osteria Leipzig,51.33752,12.371594,7006685,316,44,661,E,4.0,"Martin-Luther-Ring 12 Zentrum, 04109, Leipzig, Saxony Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,Available,N/A,N/A,0,0,C
Rhodos,51.374416,12.385844,11949986,51,45,661,E,4.5,"Delitzscher Str. 158 Eutritzsch, 04129, Leipzig, Saxony Germany",Greek,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,0,0,B
Cafe Yellow Brasil,51.345833,12.371667,15027407,27,46,661,E,5.0,"Pfaffendorfer Str. 10 Apartment Central Hotel, 04105, Leipzig, Saxony Germany",Cafe,Coffee & Tea,,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,0,0,A
Zill's Tunnel,51.3409,12.373209,3174584,442,47,661,E,3.5,"Barfussgasschen 9 Zentrum, 04109, Leipzig, Saxony Germany",German,Restaurants,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,0,0,C
Kuemmel Apotheke,51.33915,12.375534,743229,152,48,661,E,4.0,"Grimmaische Str. 2 Mädler-Passage, 04109, Leipzig, Saxony Germany",German,Restaurants,$7 - $14,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,N/A,Available,N/A,N/A,N/A,$7 , $14,C
Cafe Puschkin,51.32199,12.373351,1474100,132,49,661,E,4.0,"Karl-Liebknecht-Str. 74 Südvorstadt, 04275, Leipzig, Saxony Germany",Bar,Restaurants,,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,N/A,N/A,N/A,0,0,C
Rizzi,51.341187,12.375057,1345422,196,50,661,E,4.0,"Katharinenstr. 2, 04109, Leipzig, Saxony Germany",Italian,Restaurants,,N/A,Available,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Available,Available,Available,N/A,N/A,0,0,C
